"id","name","longitude","latitude","lg_name","admin0_name","admin0_grid_id","admin1_grid_id","admin2_grid_id","admin3_grid_id","admin4_grid_id","admin5_grid_id","population","JPScale","LeastReached","PrimaryLanguageName","PrimaryReligion","PercentAdherents","PercentEvangelical","PeopleCluster","AffinityBloc","pg_unique_key"
9863,"Deaf",46.87,-19.04,"Itasy","Madagascar",100243784,100243785,100243793,NULL,NULL,NULL,277000,3,"N","Malagasy Sign Language","Christianity",53.530,0,"Deaf","Deaf","MA_19007_114916"
9864,"French",47.4763,-18.6881,"Manjakavaradrano","Madagascar",100243784,100243785,100243791,100243813,100243945,NULL,167000,3,"N","French","Christianity",61.000,1.000,"French","Eurasian Peoples","MA_11234_103059"
9865,"Gujarati",47.5315,-18.9394,"Tanjombato","Madagascar",100243784,100243785,100243791,100243818,100244022,NULL,89000,1,"Y","Gujarati","Islam",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","MA_11982_103544"
9866,"Karimbola",47.1255,-19.5815,"Ambohibary","Madagascar",100243784,100243785,100243794,100243828,100244152,NULL,154000,4,"N","Malagasy, Merina","Ethnic Religions",25.000,4.000,"Malagasy","Malay Peoples","MA_12540_104667"
9867,"Korean",47.5244,-18.8738,"Antananarivo renivohitra","Madagascar",100243784,100243785,100243791,100243819,NULL,NULL,16000,1,"Y","Korean","Non-Religious",1.000,1.000,"Korean","East Asian Peoples","MA_12795_105225"
9868,"Mahafaly",45.3144,-24.2195,"Bekily Morafeno","Madagascar",100243784,100243790,100243809,100243903,100245134,NULL,399000,2,"N","Malagasy, Tandroy-Mahafaly","Ethnic Religions",25.000,1.090,"Malagasy","Malay Peoples","MA_13215_106024"
9869,"Malay",47.5348,-18.9343,"Antananarivo","Madagascar",100243784,100243785,100243791,100243819,100244024,NULL,33000,1,"Y","Malay","Islam",0.500,0.100,"Malay","Malay Peoples","MA_13437_106144"
9870,"Masikoro",43.7621,-22.3948,"Antanimieva","Madagascar",100243784,100243790,100243811,100243914,100245266,NULL,695000,2,"N","Malagasy, Masikoro","Ethnic Religions",40.000,0.480,"Malagasy","Malay Peoples","MA_13571_106383"
9871,"Mauritian",47.5378,-18.9178,"Antananarivo","Madagascar",100243784,100243785,100243791,100243819,100244024,NULL,3600,3,"N","Morisyen","Christianity",55.000,1.200,"South Asia - other","South Asian Peoples","MA_12213_103998"
9872,"Merina-Vakinankaratra",47.13,-19.5859,"Ambohibary","Madagascar",100243784,100243785,100243794,100243828,100244152,NULL,2759000,5,"N","Malagasy, Merina","Christianity",90.000,14.408,"Malagasy","Malay Peoples","MA_15763_110488"
9873,"Reunionese Creole",47.5629,-18.8919,"Ambohimangakely","Madagascar",100243784,100243785,100243791,100243817,100243992,NULL,111000,4,"N","Reunion Creole French","Christianity",87.000,5.900,"Sub-Saharan African, other","Sub-Saharan Peoples","MA_14550_108365"
9874,"Sahafatra",47.1218,-19.5877,"Ambohibary","Madagascar",100243784,100243785,100243794,100243828,100244152,NULL,115000,2,"N","Malagasy, Merina","Ethnic Religions",30.000,2.000,"Malagasy","Malay Peoples","MA_14637_108510"
9875,"Sakalava",46.5623,-19.1654,"Mahavelona","Madagascar",100243784,100243785,100243793,100243825,100244116,NULL,1899000,2,"N","Malagasy, Sakalava","Ethnic Religions",35.000,1.806,"Malagasy","Malay Peoples","MA_20047_108531"
9876,"Sihanaka",48.4219,-17.0751,"Bemaitso","Madagascar",100243784,100243789,100243806,100243887,100244941,NULL,689000,2,"N","Malagasy, Merina","Ethnic Religions",30.000,1.940,"Malagasy","Malay Peoples","MA_14169_108994"
9877,"Swahili",47.5276,-18.9042,"Antananarivo","Madagascar",100243784,100243785,100243791,100243819,100244024,NULL,5600,1,"Y","Swahili","Islam",0.000,0.000,"Bantu, Swahili","Sub-Saharan Peoples","MA_15145_109644"
9878,"Tanala",47.4446,-21.8717,"Ikongo (Fort-Carnot)","Madagascar",100243784,100243787,100243801,100243859,100244595,NULL,1386000,2,"N","Malagasy, Merina","Ethnic Religions",22.000,1.041,"Malagasy","Malay Peoples","MA_15245_109805"
9879,"Tsimihety",48.8062,-15.271,"Befandriana-Nord","Madagascar",100243784,100243788,100243805,100243881,NULL,NULL,2207000,2,"N","Malagasy, Tsimihety","Ethnic Religions",25.000,1.928,"Malagasy","Malay Peoples","MA_15593_110215"
9880,"Vezo",45.9515,-16.9079,"Sitampiky","Madagascar",100243784,100243788,100243803,100243867,100244736,NULL,344000,2,"N","Malagasy, Sakalava","Ethnic Religions",35.000,1.800,"Malagasy","Malay Peoples","MA_14648_110559"
9881,"Zafisoro",47.1219,-19.5857,"Ambohibary","Madagascar",100243784,100243785,100243794,100243828,100244152,NULL,123000,2,"N","Malagasy, Merina","Ethnic Religions",15.000,0.500,"Malagasy","Malay Peoples","MA_16079_111133"
9882,"Afrikaner",34.9321,-15.0481,"n.a. (1982)","Malawi",100249866,100249867,100249897,100250213,NULL,NULL,3600,4,"N","Afrikaans","Christianity",95.000,9.000,"Germanic","Eurasian Peoples","MI_10168_100093"
9883,"British",33.6898,-13.8164,"n.a. (947)","Malawi",100249866,100249877,100249984,100251286,NULL,NULL,11000,4,"N","English","Christianity",60.000,8.000,"Anglo-Celt","Eurasian Peoples","MI_11140_102927"
9884,"Deaf",33.7555,-13.9164,"n.a. (907)","Malawi",100249866,100249877,100249976,100251125,NULL,NULL,191000,3,"N","Malawian Sign Language","Christianity",76.000,0,"Deaf","Deaf","MI_19007_114916"
9885,"French",33.779,-13.9856,"n.a. (907)","Malawi",100249866,100249877,100249976,100251125,NULL,NULL,1800,3,"N","French","Christianity",62.000,1.000,"French","Eurasian Peoples","MI_11234_103059"
9886,"Greek",35.032,-15.7759,"n.a. (2465)","Malawi",100249866,100249868,100249898,100250244,NULL,NULL,5400,3,"N","Greek","Christianity",92.000,0.400,"Greek","Eurasian Peoples","MI_11942_103480"
9887,"Gujarati",33.7936,-13.9997,"n.a. (907)","Malawi",100249866,100249877,100249976,100251125,NULL,NULL,54000,1,"Y","Gujarati","Hinduism",0.500,0.100,"South Asia Hindu - other","South Asian Peoples","MI_11982_103544"
9888,"Kachchi",32.9916,-13.6865,"n.a. (794)","Malawi",100249866,100249880,100250022,100251882,NULL,NULL,13000,1,"Y","Kacchi","Islam",2.000,0.300,"South Asia - other","South Asian Peoples","MI_17128_112475"
9889,"Kokola",35.4705,-16.0911,"n.a. (2879)","Malawi",100249866,100249881,100250031,100252045,NULL,NULL,319000,4,"N","Kokola","Christianity",60.000,7.000,"Bantu, Makua-Yao","Sub-Saharan Peoples","MI_12748_105107"
9890,"Lambya",33.4389,-9.78523,"n.a. (32)","Malawi",100249866,100249871,100249928,100250578,NULL,NULL,72000,4,"N","Lambya","Christianity",65.000,8.000,"Bantu, Central-Tanzania","Sub-Saharan Peoples","MI_12970_105616"
9891,"Lomwe, Nguru",35.4806,-15.698,"n.a. (2451)","Malawi",100249866,100249881,100250028,100251959,NULL,NULL,1022000,5,"N","Lomwe, Malawi","Christianity",85.000,14.000,"Bantu, Makua-Yao","Sub-Saharan Peoples","MI_19529_115345"
9892,"Ndali",33.4066,-9.61409,"n.a. (10)","Malawi",100249866,100249871,100249928,100250571,NULL,NULL,102000,4,"N","Ndali","Christianity",65.000,7.000,"Bantu, Central-Tanzania","Sub-Saharan Peoples","MI_13269_107148"
9893,"Ngoni, Malawi",31.3078,-14.4729,"Nyimba","Zambia",100385027,100385030,100385059,NULL,NULL,NULL,1963000,4,"N","Chichewa","Christianity",64.000,5.000,"Bantu, Nguni","Sub-Saharan Peoples","MI_21306_118034"
9894,"Nyakyusa",33.7908,-9.9079,"n.a. (51)","Malawi",100249866,100249874,100249957,100250958,NULL,NULL,196000,5,"N","Nyakyusa-Ngonde","Christianity",92.000,13.000,"Bantu, Central-Tanzania","Sub-Saharan Peoples","MI_14078_107530"
9895,"Nyanja",34.1413,-14.1465,"n.a. (1262)","Malawi",100249866,100249872,100249938,100250668,NULL,NULL,8779000,5,"N","Chichewa","Christianity",88.000,27.000,"Bantu, Chewa-Sena","Sub-Saharan Peoples","MI_14091_107548"
9896,"Nyiha, Malawi",33.0995,-9.5372,"n.a. (2)","Malawi",100249866,100249871,100249927,100250568,NULL,NULL,12000,4,"N","Nyiha, Malawi","Christianity",60.000,4.000,"Bantu, Central-Tanzania","Sub-Saharan Peoples","MI_18974_115398"
9897,"Nyika",33.481,-10.0231,"TA Mwenewenya","Malawi",100249866,100249871,100249930,NULL,NULL,NULL,6200,4,"N","Nyika","Christianity",75.000,4.000,"Bantu, Central-Tanzania","Sub-Saharan Peoples","MI_18985_115458"
9898,"Portuguese",33.782,-13.9842,"n.a. (907)","Malawi",100249866,100249877,100249976,100251125,NULL,NULL,18000,4,"N","Portuguese","Christianity",94.000,3.000,"Portuguese, European","Eurasian Peoples","MI_14449_108129"
9899,"Sena, Malawi",35.0759,-16.7384,"n.a. (3084)","Malawi",100249866,100249887,100250075,100252430,NULL,NULL,616000,5,"N","Sena, Malawi","Christianity",58.000,12.000,"Bantu, Chewa-Sena","Sub-Saharan Peoples","MI_14849_108832"
9900,"Senga",33.6946,-11.7371,"n.a. (250)","Malawi",100249866,100249883,100250041,100252147,NULL,NULL,33000,5,"N","Tumbuka","Christianity",75.000,12.000,"Bantu, Chewa-Sena","Sub-Saharan Peoples","MI_19620_115464"
9901,"Shona",33.0416,-13.876,"n.a. (1031)","Malawi",100249866,100249880,100250025,100251928,NULL,NULL,90000,4,"N","Shona","Christianity",75.000,5.000,"Bantu, Shona","Sub-Saharan Peoples","MI_14917_108959"
9902,"Swahili",33.774,-13.9786,"n.a. (907)","Malawi",100249866,100249877,100249976,100251125,NULL,NULL,3700,1,"Y","Swahili","Islam",0.000,0.000,"Bantu, Swahili","Sub-Saharan Peoples","MI_15145_109644"
9903,"Tonga",34.0493,-11.7413,"n.a. (246)","Malawi",100249866,100249885,100250062,100252339,NULL,NULL,357000,5,"N","Tonga","Christianity",97.000,15.000,"Bantu, Chewa-Sena","Sub-Saharan Peoples","MI_18890_114837"
9904,"Tumbuka",33.7506,-11.4628,"n.a. (205)","Malawi",100249866,100249883,100250047,100252267,NULL,NULL,2731000,5,"N","Tumbuka","Christianity",97.000,14.000,"Bantu, Chewa-Sena","Sub-Saharan Peoples","MI_15634_110273"
9905,"Yao, Christian",35.5849,-14.7329,"n.a. (1763)","Malawi",100249866,100249878,100249998,100251485,NULL,NULL,320000,4,"N","Yao","Christianity",98.000,4.000,"Bantu, Makua-Yao","Sub-Saharan Peoples","MI_20781_117302"
9906,"Yao, Muslim",35.3657,-14.6638,"n.a. (1689)","Malawi",100249866,100249879,100250010,100251636,NULL,NULL,1999000,1,"Y","Yao","Islam",1.000,0.500,"Bantu, Makua-Yao","Sub-Saharan Peoples","MI_15988_110980"
9907,"Zulu",34.2793,-14.1683,"n.a. (1301)","Malawi",100249866,100249872,100249939,100250710,NULL,NULL,70000,5,"N","Zulu","Christianity",96.000,15.000,"Bantu, Nguni","Sub-Saharan Peoples","MI_16112_111193"
9908,"Abai Sungai",118.375,5.68353,"Kinabatangan","Malaysia",100253277,100253290,100253369,NULL,NULL,NULL,1500,1,"Y","Abai Sungai","Islam",0.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_10120_100005"
9909,"Acehnese",101.601,3.03442,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,85000,1,"Y","Malay","Islam",0.000,0.000,"Aceh of Sumatra","Malay Peoples","MY_10144_100036"
9910,"Americans, U.S.",101.805,3.21268,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,8900,5,"N","English","Christianity",79.000,28.000,"Anglo-American","North American Peoples","MY_15741_110448"
9911,"Arab",101.735,3.15968,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,15000,1,"Y","Arabic, North Levantine Spoken","Islam",0.200,0.000,"Arab, Arabian","Arab World","MY_10375_100425"
9912,"Bajau Bukit",115.599,5.60243,"Kuala Penyu","Malaysia",100253277,100253290,100253373,NULL,NULL,NULL,2000,1,"Y","Malay","Islam",4.000,2.000,"Tukangbesi of Sulawesi","Malay Peoples","MY_10583_100799"
9913,"Bajau, West Coast",116.338,6.32619,"Kota Belud","Malaysia",100253277,100253290,100253370,NULL,NULL,NULL,244000,1,"Y","Bajau, West Coast","Islam",0.000,0.000,"Bungku-Bajau","Malay Peoples","MY_12978_105628"
9914,"Balau",110.874,1.34532,"Simunjan","Malaysia",100253277,100253291,100253418,NULL,NULL,NULL,11000,5,"N","Iban","Christianity",90.000,15.000,"Borneo-Kalimantan","Malay Peoples","MY_10603_100841"
9915,"Balinese",103.759,1.49384,"Johor Baharu","Malaysia",100253277,100253278,100253295,NULL,NULL,NULL,5900,1,"Y","Bali","Hinduism",0.000,0.000,"Bali-Sasak","Malay Peoples","MY_10606_100850"
9916,"Banjar",116.953,5.65369,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,27000,1,"Y","Malay","Islam",0.000,0.000,"Banjar of Kalimantan","Malay Peoples","MY_10658_101002"
9917,"Bateq",102.39,4.82325,"Gua Musang","Malaysia",100253277,100253280,100253317,NULL,NULL,NULL,1200,1,"Y","Batek","Ethnic Religions",3.000,0.500,"West Malaysia Indigenous","Malay Peoples","MY_10725_101131"
9918,"Batu Punan",114.674,2.32893,"Metun","Indonesia",100385182,100134625,100134874,100138457,100183984,NULL,1200,2,"N","Malay","Ethnic Religions",6.000,1.000,"West Malaysia Indigenous","Malay Peoples","MY_10730_101143"
9919,"Bawean",101.646,3.06925,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,57000,1,"Y","Madura","Islam",0.000,0.000,"Madura of Java","Malay Peoples","MY_10740_101162"
9920,"Beketan",114.628,2.28899,"Belaga","Malaysia",100253277,100253291,100253393,NULL,NULL,NULL,400,4,"N","Bukitan","Christianity",70.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_10768_101213"
9921,"Belait, Lakiput",114.423,4.21792,"Labi","Brunei",100041091,100041092,100041099,NULL,NULL,NULL,500,1,"Y","Belait","Islam",0.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_10772_101219"
9922,"Berawan, Central",114.551,3.94871,"Marudi","Malaysia",100253277,100253291,100253406,NULL,NULL,NULL,1700,1,"Y","Berawan, Central","Ethnic Religions",5.000,0.500,"Borneo-Kalimantan","Malay Peoples","MY_19812_115049"
9923,"Berawan, East",114.15,3.64345,"Miri","Malaysia",100253277,100253291,100253409,NULL,NULL,NULL,1200,2,"N","Berawan, East","Ethnic Religions",6.000,0.800,"Borneo-Kalimantan","Malay Peoples","MY_19811_115050"
9924,"Berawan, West",114.65,3.97012,"Melilas","Brunei",100041091,100041092,100041101,NULL,NULL,NULL,1100,1,"Y","Berawan, West","Ethnic Religions",3.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_10800_115051"
9925,"Bintulu",113.604,3.84258,"Miri","Malaysia",100253277,100253291,100253409,NULL,NULL,NULL,11000,2,"N","Bintulu","Ethnic Religions",12.000,1.000,"Borneo-Kalimantan","Malay Peoples","MY_10865_101472"
9926,"Bisaya, Sabah",115.551,5.31998,"Kuala Penyu","Malaysia",100253277,100253290,100253373,NULL,NULL,NULL,73000,1,"Y","Bisaya, Sabah","Islam",0.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_10876_101489"
9927,"Bonggi",117.108,7.25199,"Kudat","Malaysia",100253277,100253290,100253374,NULL,NULL,NULL,5200,2,"N","Bonggi","Ethnic Religions",18.000,1.500,"Borneo-Kalimantan","Malay Peoples","MY_10935_101596"
9928,"British",101.545,3.07128,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,16000,4,"N","English","Christianity",61.000,8.000,"Anglo-Celt","Eurasian Peoples","MY_11140_102927"
9929,"Brunei Malay, Kedayan",114.135,4.48262,"Kuala Belait","Brunei",100041091,100041092,100041098,NULL,NULL,NULL,366000,1,"Y","Brunei","Islam",5.000,0.300,"Malay","Malay Peoples","MY_10973_101679"
9930,"Buginese",118.249,4.99787,"Lahad Datu","Malaysia",100253277,100253290,100253376,NULL,NULL,NULL,145000,1,"Y","Malay","Islam",0.000,0.000,"Bugi-Makassar of Sulawesi","Malay Peoples","MY_10985_101703"
9931,"Bukar Sadong",110.506,1.04733,"Serian","Malaysia",100253277,100253291,100253416,NULL,NULL,NULL,72000,4,"N","Bidayuh Serian","Christianity",60.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_10993_101715"
9932,"Burmese",101.553,3.07422,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,30000,1,"Y","Burmese","Buddhism",0.500,0.170,"Burmese","Tibetan-Himalayan Peoples","MY_11029_101776"
9933,"Cham, Western",100.659,5.9949,"Pendang","Malaysia",100253277,100253279,100253312,NULL,NULL,NULL,13000,1,"Y","Cham, Western","Islam",0.009,0.005,"Cham","Southeast Asian Peoples","MY_15361_110776"
9934,"Che Wong",102.094,3.78283,"Temerloh","Malaysia",100253277,100253285,100253348,NULL,NULL,NULL,500,1,"Y","Cheq Wong","Ethnic Religions",0.500,0.490,"West Malaysia Indigenous","Malay Peoples","MY_11325_102082"
9935,"Daro-Matu",111.524,2.55259,"Daro","Malaysia",100253277,100253291,100253397,NULL,NULL,NULL,21000,4,"N","Melanau, Daro-Matu","Islam",8.000,5.921,"Borneo-Kalimantan","Malay Peoples","MY_11509_102465"
9936,"Dayak, Kendayan",109.7,1.77784,"Sajingan Besar","Indonesia",100385182,100134622,100134835,100138038,NULL,NULL,16000,2,"N","Kendayan","Ethnic Religions",8.000,0.400,"Borneo-Kalimantan","Malay Peoples","MY_14829_108806"
9937,"Dayak, Sarawak",109.985,1.54467,"Jagoi Sekida","Indonesia",100385182,100134622,100134826,100137919,100177771,NULL,29000,4,"N","Bidayuh, Bau","Ethnic Religions",15.000,4.842,"Borneo-Kalimantan","Malay Peoples","MY_14769_108720"
9938,"Deaf",101.7,3.13114,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,162000,2,"N","Malaysian Sign Language","Islam",9.430,0,"Deaf","Deaf","MY_19007_114916"
9939,"Duano",103.121,1.75011,"Batu Pahat","Malaysia",100253277,100253278,100253294,NULL,NULL,NULL,4900,1,"Y","Duano","Islam",0.000,0.000,"Borneo-Kalimantan","Malay Peoples","MY_11623_102737"
9940,"Dumpas",117.364,5.96289,"Beluran","Malaysia",100253277,100253290,100253367,NULL,NULL,NULL,4200,2,"N","Dumpas","Ethnic Religions",6.000,0.400,"Borneo-Kalimantan","Malay Peoples","MY_11640_102765"
9941,"Dusun, Bundu",116.679,5.95354,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,71000,4,"N","Kadazan Dusun","Christianity",70.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_11017_101747"
9942,"Dusun, Central",116.67,5.95262,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,206000,4,"N","Kadazan Dusun","Christianity",75.000,7.000,"Borneo-Kalimantan","Malay Peoples","MY_11123_101919"
9943,"Dusun, Kadazan",116.072,5.77817,"Putatan","Malaysia",100253277,100253290,100253381,NULL,NULL,NULL,76000,4,"N","Kadazan Dusun","Ethnic Religions",27.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_11393_102242"
9944,"Dusun, Keningau",116.178,5.43635,"Keningau","Malaysia",100253277,100253290,100253368,NULL,NULL,NULL,2100,4,"N","Gana","Ethnic Religions",20.000,3.000,"Borneo-Kalimantan","Malay Peoples","MY_11655_102783"
9945,"Dusun, Kuala Monsok",116.681,6.02998,"Ranau","Malaysia",100253277,100253290,100253382,NULL,NULL,NULL,300,4,"N","Kadazan Dusun","Christianity",70.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_11256_105328"
9946,"Dusun, Kwijau",116.276,5.47656,"Keningau","Malaysia",100253277,100253290,100253368,NULL,NULL,NULL,12000,4,"N","Kuijau","Ethnic Religions",25.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_12927_105542"
9947,"Dusun, Minokok",116.777,5.43661,"Tongod","Malaysia",100253277,100253290,100253389,NULL,NULL,NULL,1500,4,"N","Minokok","Ethnic Religions",35.000,7.000,"Borneo-Kalimantan","Malay Peoples","MY_13730_106653"
9948,"Dusun, Rungus",116.729,6.83056,"Kudat","Malaysia",100253277,100253290,100253374,NULL,NULL,NULL,70000,4,"N","Rungus","Christianity",65.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_14593_108445"
9949,"Dusun, Segama",116.936,5.31326,"Tongod","Malaysia",100253277,100253290,100253389,NULL,NULL,NULL,800,4,"N","Kinabatangan, Upper","Christianity",70.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_11651_102779"
9950,"Dusun, Sugut",117.086,6.1723,"Beluran","Malaysia",100253277,100253290,100253367,NULL,NULL,NULL,18000,4,"N","Sugut Dusun","Ethnic Religions",35.000,6.000,"Borneo-Kalimantan","Malay Peoples","MY_11656_102784"
9951,"Dusun, Sungai",115.725,5.35392,"Beaufort","Malaysia",100253277,100253290,100253366,NULL,NULL,NULL,51000,4,"N","Kadazan Dusun","Christianity",40.000,7.000,"Borneo-Kalimantan","Malay Peoples","MY_15123_109607"
9952,"Dusun, Tambunan",116.367,5.67757,"Tambunan","Malaysia",100253277,100253290,100253386,NULL,NULL,NULL,23000,4,"N","Kadazan Dusun","Christianity",65.000,4.000,"Borneo-Kalimantan","Malay Peoples","MY_11657_102785"
9953,"Dusun, Tempasuk",116.462,6.35179,"Kota Belud","Malaysia",100253277,100253290,100253370,NULL,NULL,NULL,16000,4,"N","Kadazan Dusun","Ethnic Religions",25.000,7.000,"Borneo-Kalimantan","Malay Peoples","MY_11652_102780"
9954,"Dusun, Tuaran",116.273,6.16631,"Tuaran","Malaysia",100253277,100253290,100253390,NULL,NULL,NULL,21000,4,"N","Lotud","Ethnic Religions",20.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_15606_110230"
9955,"Eurasian",101.809,3.20751,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,59000,5,"N","English","Christianity",60.000,12.000,"Southeast Asian, other","Southeast Asian Peoples","MY_11164_102965"
9956,"Filipino, Tagalog",101.799,2.99139,"Hulu Langat","Malaysia",100253277,100253292,100253423,NULL,NULL,NULL,478000,5,"N","Tagalog","Christianity",92.000,12.000,"Filipino, Central","Malay Peoples","MY_15175_109692"
9957,"Garo, Kimaragang",116.827,6.45753,"Kota Marudu","Malaysia",100253277,100253290,100253372,NULL,NULL,NULL,2600,5,"N","Kota Marudu Talantang","Christianity",70.000,21.434,"Borneo-Kalimantan","Malay Peoples","MY_19084_115103"
9958,"Gujarati",101.452,3.04534,"Klang","Malaysia",100253277,100253292,100253425,NULL,NULL,NULL,30000,1,"Y","Gujarati","Islam",0.000,0.000,"South Asia Hindu - other","South Asian Peoples","MY_11982_103544"
9959,"Han Chinese, Cantonese",101.578,3.03089,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,1462000,4,"N","Chinese, Yue","Ethnic Religions",10.000,8.051,"Chinese","East Asian Peoples","MY_12057_103701"
9960,"Han Chinese, Hainanese",101.652,3.09723,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,411000,4,"N","Chinese, Min Nan","Ethnic Religions",7.000,5.000,"Chinese","East Asian Peoples","MY_12053_103690"
9961,"Han Chinese, Hakka",101.502,3.01674,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,1810000,4,"N","Chinese, Hakka","Ethnic Religions",10.000,9.201,"Chinese","East Asian Peoples","MY_12054_103691"
9962,"Han Chinese, Min Nan",103.802,1.54544,"Johor Baharu","Malaysia",100253277,100253278,100253295,NULL,NULL,NULL,1992000,4,"N","Chinese, Min Nan","Ethnic Religions",10.000,9.201,"Chinese","East Asian Peoples","MY_11344_102140"
9963,"Han Chinese, Mandarin",101.44,3.03471,"Klang","Malaysia",100253277,100253292,100253425,NULL,NULL,NULL,1033000,4,"N","Chinese, Mandarin","Ethnic Religions",9.000,5.750,"Chinese","East Asian Peoples","MY_12051_103686"
9964,"Han Chinese, Min Bei",101.695,3.18723,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,402000,4,"N","Chinese, Min Bei","Ethnic Religions",7.000,5.000,"Chinese","East Asian Peoples","MY_11343_102138"
9965,"Han Chinese, Min Dong",101.442,3.18654,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,268000,2,"N","Chinese, Min Dong","Ethnic Religions",6.000,2.000,"Chinese","East Asian Peoples","MY_18478_114085"
9966,"Han Chinese, Putian",101.442,2.98844,"Klang","Malaysia",100253277,100253292,100253425,NULL,NULL,NULL,30000,4,"N","Chinese, Pu-Xian","Ethnic Religions",9.000,5.000,"Chinese","East Asian Peoples","MY_18481_114089"
9967,"Han Chinese, Teochew",101.502,3.10164,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,1051000,4,"N","Chinese, Min Nan","Ethnic Religions",10.000,5.750,"Chinese","East Asian Peoples","MY_12055_103699"
9968,"Han Chinese, Xiang",101.676,3.07973,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,66000,1,"Y","Chinese, Xiang","Ethnic Religions",5.000,1.000,"Chinese","East Asian Peoples","MY_18484_114092"
9969,"Hindi",101.7,3.13902,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,60000,1,"Y","Hindi","Hinduism",0.000,0.000,"South Asia - other","South Asian Peoples","MY_12106_103789"
9970,"Hui, Muslim Chinese",101.662,3.14563,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,15000,1,"Y","Chinese, Mandarin","Islam",0.000,0.000,"Hui, Dungan","East Asian Peoples","MY_12140_103896"
9971,"Ida'an, Eraans",118.502,5.14654,"Lahad Datu","Malaysia",100253277,100253290,100253376,NULL,NULL,NULL,16000,4,"N","Ida'an","Ethnic Religions",18.000,5.000,"Borneo-Kalimantan","Malay Peoples","MY_12176_103945"
9972,"Indonesian",101.53,3.07555,"Petaling","Malaysia",100253277,100253292,100253428,NULL,NULL,NULL,833000,4,"N","Indonesian","Islam",15.000,5.600,"Malay","Malay Peoples","MY_18503_114115"
9973,"Iranun, Sabah",116.43,6.35589,"Kota Belud","Malaysia",100253277,100253290,100253370,NULL,NULL,NULL,31000,1,"Y","Iranun","Islam",0.000,0.000,"Filipino, Muslim","Malay Peoples","MY_20962_117614"
9974,"Jah Hut",102.29,3.72388,"Temerloh","Malaysia",100253277,100253285,100253348,NULL,NULL,NULL,4500,1,"Y","Jah Hut","Ethnic Religions",2.000,0.100,"West Malaysia Indigenous","Malay Peoples","MY_12308_104149"
9975,"Jakun",103.394,2.60213,"Rompin","Malaysia",100253277,100253285,100253347,NULL,NULL,NULL,32000,1,"Y","Jakun","Ethnic Religions",0.000,0.000,"West Malaysia Indigenous","Malay Peoples","MY_12313_104156"
9976,"Jama Mapun, Bajau Kagayan",118.005,5.93161,"Sandakan","Malaysia",100253277,100253290,100253383,NULL,NULL,NULL,17000,1,"Y","Mapun","Islam",0.000,0.000,"Filipino, Muslim","Malay Peoples","MY_10584_100800"
9977,"Japanese",101.729,3.1125,"Kuala Lumpur","Malaysia",100253277,100253281,100253326,NULL,NULL,NULL,15000,1,"Y","Japanese","Buddhism",1.500,0.500,"Japanese","East Asian Peoples","MY_12322_104189"
9978,"Javanese",117.904,4.3254,"Pancang","Indonesia",100385182,100134625,100134875,100138473,100184260,NULL,670000,4,"N","Javanese","Islam",14.000,7.000,"Java","Malay Peoples","MY_17000_112316"
